Questions,Difficulty,Category
What are the native AWS security logging capabilities?,1.0,Other
What are key pairs?,1.0,Other
What are policies and what are the different types of policies?,1.0,Other
What kind of IP address can you use for your customer gateway (CGW) address?,2.0,Other
Which of the following is not an option in security groups?List of usersPortsIP addressesList of protocolsList of users,1.0,Other
"A Company has a running Web Application Server in the N. Virginia region and the server has a large size EBS volume of approximately 500 GB, and to see the demand of business, the company needs to migrate the server from the current region to another AWS account’s Mumbai location. Which is the best way to migrate the server from the current location to the Mumbai region? And what information AWS administrator does require about AWS A/C?",1.0,Other
"Unable to ping Instance We launched a Windows 2019 IIS server in the Ohio region and deployed a dynamic website in this server, in addition, the webserver also connected with a backend MS-SQL server to store and access data related to the application. Our users were able to access the website over the Internet. The next day our client informed us that they were able to access the website, but weren’t able to ping the server from the Internet. To ensure ICMP rule in Security Group, we checked, and the Security Group had allowed rule from 0.0.0.0/0. Would you try to help troubleshoot the issue?",,SQL
"A start-up company has a web application based in the us-east-1 Region with multiple Amazon EC2 instances running behind an Application Load Balancer across multiple Availability Zones. As the company's user base grows in the us-west-1 region, the company needs a solution with low latency and improved high availability. What should a solutions architect do to achieve it.?",1.0,Other
A company currently operates a web application backed by an Amazon RDS MySQL database. It has automated backups that are run daily and are not encrypted. A security audit requires future backups to be encrypted and unencrypted backups to be destroyed. The company will make at least one encrypted backup before destroying the old backups. What should be done to enable encryption for future backups?,1.0,SQL
"A company is going to launch one branch in the UK and need to continue with its existing main branch in the USA. The company has almost 15 GB of data which is stored in an S3 Bucket in the Ohio region and data is stored with the default storage class. The Company also wants to provide its updated & stored data in the London S3 bucket using one zone accessibility storage class to save storage costs. In addition, the company also wants that the data must be updated automatically in S3’s London bucket; if any data is modified or written in the S3 bucket in Ohio.",1.0,Other
"You are an AWS Architect in your company, and you are asked to create a new VPC in the N.Virginia Region with two Public and two Private subnets using the following CIDR blocks:",,Other
"The data on the root volumes of store-backed and EBS-backed instances get deleted by default when they are terminated. If you want to prevent that from happening, which instance would you use? And ensure if the EC2 instance is restarted, the data or configuration in the EC2 instance should not be lost.",1.0,Other
You have an application running on an EC2 instance. You need to reduce the load on your instance as soon as the CPU utilization reaches 80 percent. How will you accomplish the job?,2.0,Other
Watch this Video on AWS Training,,Other
"In AWS, three different storage services are available, such as EFS, S3, and EBS. When should I use Amazon EFS vs. Amazon S3 vs. Amazon Elastic Block Store (EBS)?",1.0,Other
"A company's web application is using multiple Linux Amazon EC2 instances and storing data on Amazon EBS volumes. The company is looking for a solution to increase the resiliency of the application in case of a failure and to provide storage that complies with atomicity, consistency, isolation, and durability (ACID). What should a solutions architect do to meet these requirements?",1.0,OS
"An application running on AWS uses an Amazon Aurora Multi-AZ deployment for its database. When evaluating performance metrics, a solutions architect discovered that the database reads are causing high I/O and adding latency to the write requests against the database. What should the solutions architect do to separate the read requests from the write requests?",1.0,SQL
A client reports that they wanted to see an audit log of any changes made to AWS resources in their account. What can the client do to achieve this?,2.0,Other
"Usually, you have noticed that one EBS volume can be connected with one EC2 instance, our company wants to run a business-critical application on multiple instances in a single region and need to store all instances output in single storage within the VPC. Instead of using EFS, our company is recommending the use of multi-attach volume with instances. As an architect, you need to suggest them what instance type and EBS volumes they should use.",2.0,Other
"A company is using a VPC peering connection option to connect its multiple VPCs in a single region to allow for cross VPC communication. A recent increase in account creations and VPCs has made it difficult to maintain the VPC peering strategy, and the company expects to grow to hundreds of VPCs. There are also new requests to create site-to-site VPNs with some of the VPCs. A solutions architect has been tasked with creating a centrally networking setup for multiple accounts and VPNs. Which networking solution would you recommend to resolve it?",1.0,Other
"An organization has multiple facilities in various continents such as North America, Europe, and the Asia Pacific. The organization is designing a new distributed application to manage and optimize its global supply chain and its manufacturing process. It needs to design the process in such a way that the booked order in one continent should be able to support data failover with a short Recovery Time Objective (RTO). The uptime of the application should not impact manufacturing, what kind of solution would you recommend as a solution architect?",1.0,OS
"
Find AWS Training in Other Regions",,Other
Check out this video on Data Science Interview Questions:,,Other
What is Data Science?,1.0,Other
Differentiate between Data Analytics and Data Science,2.0,Other
What do you understand about linear regression?,1.0,AI
What do you understand by logistic regression?,1.0,AI
What is a confusion matrix?,1.0,Other
What do you understand about the true-positive rate and false-positive rate?,1.0,Other
How is Data Science different from traditional application programming?,2.0,Other
Explain the differences between supervised and unsupervised learning.,2.0,AI
What is the difference between the long format data and wide format data?,2.0,Other
Mention some techniques used for sampling. What is the main advantage of sampling?,1.0,Other
What is bias in Data Science?,1.0,Other
What is dimensionality reduction?,1.0,Other
Why is Python used for Data Cleaning in DS?,2.0,Other
Why is R used in Data Visualization?,2.0,Other
What are the popular libraries used in Data Science?,1.0,Other
What is variance in Data Science?,1.0,Other
What is pruning in a decision tree algorithm?,1.0,AI
What is entropy in a decision tree algorithm?,1.0,AI
What information is gained in a decision tree algorithm?,1.0,AI
What is k-fold cross-validation?,1.0,Other
Explain how a recommender system works.,2.0,Other
What is a normal distribution?,1.0,Other
What is Deep Learning?,1.0,AI
What is an RNN (recurrent neural network)?,1.0,AI
Explain selection bias.,2.0,Other
What is the ROC curve?,1.0,Other
What do you understand by a decision tree?,1.0,AI
What do you understand by a random forest model?,1.0,Other
"Two candidates, Aman and Mohan appear for a Data Science Job interview. The probability of Aman cracking the interview is 1/8 and that of Mohan is 5/12. What is the probability that at least one of them will crack the interview?",1.0,Other
